age,gender,height_cm,weight_kg,bodyFat_,gripForce,sitAndBendForward_cm,situpsCounts,broadJump_cm
24,F,168.2,54,15.9,24.1,27.5,39,159
22,F,164.3,59.44,28.3,28.9,14.4,45,179
33,F,154,54.7,33.9,22.5,18.3,28,136
60,M,165.5,74.2,35.2,31.9,7.4,27,146
25,M,171,77.4,22,44.1,17.4,49,223
27,M,182,80.8,24.1,40.5,-1.6,52,222
26,M,177,79,17,53.6,21.2,58,218
56,F,159.5,50,28.5,24.7,25.7,25,139
63,M,159.3,64.6,24.9,34.7,8.1,23,181
22,M,169.3,62.3,17.2,40.9,3.7,42,217
24,F,160.7,58.2,28.5,30.5,21.5,31,187
38,M,173.5,77.7,24.7,46.9,13.1,39,215
54,M,171.5,72.9,20.8,40.5,26.2,29,164
25,M,182,93.5,22.1,53.1,21.2,47,192
59,F,148.2,53.3,37.4,20.3,14,9,94
22,F,163.2,52.4,22.7,27.5,29.1,40,185
24,F,167.9,55.9,28.9,27.2,9.8,21,170
24,F,164.9,55.4,20.3,28.3,24.6,47,168
22,M,175.6,96.4,36.6,41.5,-0.4,34,159
55,F,161,61.9,35.6,25.1,16.3,13,110
46,F,163,63.8,34.6,17.2,-4,0,110
22,F,168.6,71,33.9,27,30.6,30,212
26,F,162.1,56.9,25.14121,33,24.2,37,147
29,M,166.8,69.2,26.5,34.6,10,35,183
46,M,167.2,71.1,27.6,37.3,9.1,28,196
61,M,161.1,66.1,28,42.7,4,37,173
21,M,173.7,73,16.4,47.2,2.2,35,211
32,F,151.2,52.4,31.7,23,19.7,33,104
27,M,171.8,74.8,24.1,39.9,15.1,45,211
22,M,179.4,70.5,17.8,41.1,22.2,51,222
58,M,177.7,73.9,19,43,12.7,31,170
26,M,172.3,65.9,14.4,43.1,11.7,50,237
21,F,164.2,64,29.7,26.5,19.9,47,175
59,M,169.4,75.9,24.5,40.1,15.9,27,191
24,F,173.3,65.3,33.6,26.5,8.4,13,131
45,M,168,62,12.2,37.8,20.2,54,211
22,M,179.4,78.6,16.5,56.2,18.2,56,245
35,M,191.6,125.7,35.2,58,9.2,52,228
28,M,169.1,64,22.6,33,12,49,200
29,F,158.4,57.22,27.8,27,26.1,43,142
60,M,169.7,73.9,28.1,41.2,11.1,35,165
22,M,184.9,73.9,10.2,56.8,18.2,67,275
21,F,172.8,54.8,25,20.9,18.8,39,172
37,M,173.4,70,22.5,46.1,6.8,39,228
35,F,154,47.6,23.9,21.9,24.5,34,149
26,F,170,58.9,18.3,33.3,25,37,161
57,F,161.3,59.8,29.1,23.1,15.3,7,119
29,M,177.9,65.2,10.6,44.5,18.6,53,239
35,M,181.5,98.5,22.8,61.4,18,56,205
38,M,167.7,67.9,15.6,39,20.9,57,225
28,M,164.3,63.2,26.2,44.3,5.3,43,221
63,M,167.4,59.8,22,37.8,11.7,19,184
47,M,167.8,68.8,14.8,52.2,22.4,60,230
57,M,168.2,74.5,20.2,46.8,5.8,35,197
30,M,180,85.08,13.1,56.9,26.4,57,226
35,M,164.6,66,15.7,36.4,27.3,46,198
24,M,165.7,63.5,20,36.4,19.1,36,273
28,F,158.6,45.8,24.2,20,18.3,29,158
59,M,174.5,72.4,20,42,15.8,39,194
42,M,172.1,65.74,22.3,36.3,3.7,26,214
45,M,164.7,56.1,14.1,41,14.5,48,216
51,F,163.3,55,25.6,27.6,16.4,25,126
39,F,162.1,45,19.4,24.3,19.6,27,169
40,M,169.5,75.6,28.1,47,19.1,28,209
25,F,163.5,56.18,28.2,24.9,12.8,27,161
58,F,155.6,82,47.1,22.1,5.1,12,95
29,M,181.2,94.72,15.8,43.6,16.6,53,260
24,M,172.1,72.4,16.1,42.5,7.7,57,234
58,M,167.5,65.5,17.8,43.6,9.7,34,180
38,F,156.3,44.9,24.3,23.9,-2.7,23,133
62,M,172.1,71.52,23.7,37.2,3,42,185
35,F,156.4,48.5,18.2,29.7,28.6,38,168
31,F,159.3,47.9,19.2,27.4,25.4,57,211
51,M,163.5,53.8,17.3,35.7,16.3,44,193
24,M,174.9,75.1,18.2,39.7,15,44,200
30,M,175.2,71.5,12.6,45.2,18.1,47,224
36,M,172.5,80.8,19.9,49.3,17.5,55,212
36,F,158.5,53.56,19.5,27.1,19.1,43,185
26,F,160,62.4,31.3,32.5,21.9,42,177
39,M,175.5,88.1,31,50.1,27.3,37,194
28,M,169.1,70.8,28,38.3,12.3,38,205
31,M,175.1,76.2,19.7,44.8,17.9,48,240
32,M,167.1,69.5,26,46.5,8.6,42,201
21,F,153.9,58.8,32.3,28.7,19.2,45,167
60,M,164.3,74,29.3,32.9,16,28,191
23,M,172.8,76.4,18.4,34.6,14.5,58,226
21,M,186.4,92.5,11.2,47,24.9,71,255
45,F,164,51.7,24.5,19,-14.3,12,150
31,M,168.5,68.2,19.6,50.4,23.6,54,223
31,M,168.4,63.38,19.4,44.2,17.5,51,227
26,M,169.9,95.5,33,43.8,11.9,30,190
43,F,162.7,51.1,25.5,17.1,17.1,20,136
28,F,168.6,60.2,24.5,30,18.9,32,159
21,M,157.5,45.5,11.2,31.1,4.6,41,216
26,M,170.3,64.6,16.6,38.2,2.1,53,228
21,F,168.2,77.9,31.6,34.4,17.5,48,176
21,M,169.3,71.1,21.2,50.1,17.1,58,234
37,M,172.1,72.5,28.1,34.2,16.8,31,194
61,M,167.2,69.7,26.1,36.1,2.3,32,145
29,F,160.7,49.24,22,29.2,19.4,44,197
59,F,163.3,62.54,34.8,24.2,22.5,34,135
21,M,173,70.3,11.2,43,15.4,54,260
21,M,171,67.3,11,49.7,22.5,57,260
26,M,176,80.5,12,48.7,20.2,61,245
31,M,166.9,73.6,26.6,45.1,17.3,53,202
25,F,158.1,56.3,29.6,21.9,6.1,19,141
23,F,166,55.8,26.4,27,21,38,165
36,M,170.4,66,17.1,40.8,19.7,55,239
25,F,163.8,54.2,35.8,26.6,19.3,35,156
44,M,185.6,87.1,19.5,51.6,14.2,41,225
34,M,158.3,64.1,25.5,40,18.5,47,204
64,M,160.5,67.9,26.7,41.3,6.5,27,180
23,F,158.7,67.2,36.8,31.1,15.9,32,156
42,F,165.4,65.9,15.7522,38.5,26.2,50,184
28,F,159.6,50.8,27.3,21,17.6,36,174
22,M,176.5,69.88,17,43.2,16.9,50,220
61,M,167.4,57.1,19.7,34.7,3.4,33,161
22,M,166,76.1,19.1,37.1,17.8,61,226
32,M,163.5,70.4,25.6,34.8,15.7,46,196
56,F,158.6,59.74,27.1,23.2,22,20,156
25,M,170.7,66.8,15.9,48.5,20.2,56,245
21,M,185.8,83.6,13.4,45,-6.2,59,232
23,F,152.7,48.08,27,29.3,21,41,182
28,F,153.6,54.7,39,22.5,16,38,137
23,M,172,72,28.6,29.2,1.8,45,213
45,F,155.9,58.2,37.2,27.9,18.6,19,146
60,M,172.5,73.9,21.2,40,13.5,36,189
33,M,168.7,62.3,22.7,35.2,-6.9,28,195
53,M,170.4,68.8,23.4,41.6,13.2,47,218
22,M,169,73.8,17.7,40.7,12.7,63,236
45,M,167.4,82.9,33.4,39.3,2.8,17,185
31,M,185.3,93.14,19,44.3,14.5,51,230
25,M,185,88.1,18,42.7,5.3,45,222
39,M,169.9,62.7,19.9,39,24.8,57,192
22,F,163.3,57.2,25.2,30,12.9,30,138
26,M,181.9,87.3,24.8,47.7,5.8,49,193
35,F,151.7,44.1,26.6,20.2,15.2,21,113
28,M,180.1,75.4,18.5,51.8,9,58,220
39,M,184.4,85.7,18.5,49.8,13.7,46,223
29,M,171.5,75.36,27.1,42.5,21.9,51,217
40,M,180.1,82.4,15.1,54.7,20,50,210
46,M,168.4,75,19,44,16.4,41,195
29,F,159.6,61.9,38.3,24,20.3,27,146
26,M,165.9,68.7,16.5,54.1,24.5,68,220
36,M,176.7,72.7,9.7,50.6,14.4,48,212
27,F,174.4,64.4,29.1,34,21.5,45,156
36,M,168,83.5,22.9,55.9,13,61,222
24,F,161.7,50,24.8,18.2,15.5,20,114
26,F,163.5,52,19.3,27.9,25.5,40,184
23,F,175.1,70.8,34.2,31.3,24.4,40,179
48,F,153,51.7,27.5,24.2,16.4,24,132
56,M,162.7,74.8,31.3,36.6,3.9,24,160
23,M,179,78.6,17.5,38.8,16.5,64,263
44,M,167.1,59.9,18.8,42.1,14.9,42,206
21,F,163.3,45.3,17,21.8,1.2,18,140
42,M,174.7,76.2,20.5,43.4,23.4,34,239
52,F,159,59.5,30,24.5,23,32,160
26,M,171.1,72.7,26.3,38.9,7.2,41,199
29,M,184.3,89.5,17.8,54.7,21.7,54,234
21,F,163.4,55.92,30.9,28.3,31.5,43,186
60,F,162.6,63.2,34.4,22.5,16.2,11,120
25,F,163.5,54.5,25,26.1,25.4,41,175
23,M,162.6,63.8,17.9,39.1,5.2,45,191
24,F,163.7,61,38.3,17.6,7.9,0,113
53,M,180.8,78,25.9,39.1,0.1,22,187
51,F,159.6,79.9,43.8,19.6,11.1,14,160
37,F,163.9,67,30,27.9,6,24,180
37,F,155,71.1,24.6,26.3,6.7,22,144
37,M,172.6,78.26,30.7,40.1,6.6,28,199
23,M,175.2,70.8,15.5,44.4,11,44,196
61,F,153.3,52.3,37,15.8,16.8,10,118
50,M,167.8,69.6,24.2,41.7,14.8,58,212
38,F,170.6,62.8,32.8,19.2,19.1,21,172
35,M,179,79,13.5,56.7,29.3,62,259
26,F,154.5,60.4,33.8,26.5,22.3,28,165
25,M,172.5,62.4,6.3,41.8,18.7,53,241
62,M,176.5,70.9,19.1,31.9,3.6,28,151
34,F,159.4,69.2,35.9,31.2,22.4,31,168
32,F,153.6,49.4,31.9,19.6,24.8,33,135
27,F,166.3,52.3,26.5,30,20.5,43,146
33,M,169.3,71.1,20,45.8,17.2,52,223
30,M,172.9,82.7,24.9,52.3,-7.5,28,203
56,M,168.9,72.28,21.6,38.5,16.8,36,182
29,M,187,85.3,14.6,54.5,17,59,234
36,M,167.9,65.5,18.7,47.2,21.7,57,247
47,F,158.2,55.9,27.14,26.8,6.3,19,129
64,F,153.3,66.3,38.5,28.1,21.3,29,118
55,M,172.9,67.5,18.7,42.4,8,32,183
27,F,151.5,49.8,31.1,25.7,18.7,37,165
38,F,166.6,64.6,20.3,30.8,23.6,42,168
24,M,174.8,72.4,11.6,54.6,17.5,52,259
41,F,165.2,67.5,30.4,27.4,19.9,35,177
58,F,157.8,57.6,32,27.4,19.8,19,148
28,M,178,82.2,29.3,32.5,23.6,36,214
23,F,163.1,55.2,32.3,25.1,12.8,23,133
58,M,168.7,76.1,27.5,34.5,2,0,0
21,F,158,52.4,30.9,27.6,27.1,34,170
34,M,171.1,68.4,18.5,39,18.7,52,232
50,M,177.8,86.3,26.3,54.1,11.3,27,205
62,F,149.1,60,37.1,22.5,17.4,20,119
27,M,174.5,76.8,14.6,51.9,16,58,237
52,M,145.8,58.6,45.8,19.9,13.2,10,50
44,F,155,62,31.8,28,26.5,19,160
23,F,168.8,59.3,18.7,30.1,24.2,39,216
59,M,170.8,72.3,24.2,40.1,11,29,184
24,M,181.4,86.8,19.3,51.8,18,46,242
28,M,178,83.46,19.4,48.6,25.3,55,231
60,F,169.3,61.3,26.1,31.9,22.8,30,164
41,M,176,78.4,22.8,43.8,16.3,46,205
60,M,164.7,55.8,17.7,27.2,14.1,27,165
57,F,154.3,62.7,30.2,24,21.8,29,147
23,F,165.9,55.5,26.9,19.6,18.7,48,155
33,M,172.7,66.1,18.3,42.4,18,51,221
37,F,167.8,70,35.6,26.1,-2.8,13,142
63,M,167.6,57.5,15,43,12.6,28,197
26,M,172.1,73,17.8,52.9,11.6,47,214
26,F,170.4,66.8,24.3,24.3,16.2,48,153
63,F,150.2,51.9,37.4,19.8,18.8,19,123
21,M,177.6,74.5,78.4,44.9,26.1,59,235
57,M,175.5,82.3,25.4,42.5,10.4,27,183
26,M,172,76.7,29.2,39.1,-25,22,197
50,M,173.6,68.9,22.3,42.2,16.4,56,195
43,F,159.9,56.4,25.8,25,17,23,165
61,M,177.8,78.1,15.1,51.9,3.5,47,140
21,M,172.5,71.3,20.6,37.3,16.2,37,222
56,M,167.3,54.7,18.7,36.6,20.5,38,205
39,M,178.3,80.3,21,49.7,8.9,36,201
61,M,159.4,56.3,25.2,28,4.8,26,169
26,F,158.2,60.9,32.5,34,26,50,173
25,M,171.9,80.5,29,41,14.2,15,202
29,F,162.5,57.2,33.5,24.7,19.8,36,167
25,F,159,50.3,20.1,29.8,20.7,44,186
45,F,159,50.1,16,32.6,28.8,59,212
27,M,176,70.8,16.7,60.2,17.2,66,241
27,F,168.1,72.7,33.7,28.5,8.1,25,121
26,M,176.1,73.7,18.1,42.4,17.9,57,234
50,M,165.5,71.6,19.5,45.1,0.8,45,217
22,M,170.3,63.1,16.9,31.7,14.9,51,206
35,M,168.1,67.6,11.1,47.3,26.7,65,214
27,M,171,63.5,14.7,35.6,2.7,47,229
24,M,170.2,79.7,13.2,51.7,17,64,259
25,M,162.9,60.3,27.4,35.1,9.5,38,195
21,M,171.9,61.4,17.6,32.1,8.3,44,194
64,M,163.4,62.1,27.3,35.1,15.5,27,175
21,M,179.1,70.5,12,46.5,9.3,47,240
60,F,153.2,50.2,32.6,28.1,20.4,3,118
52,M,169.3,68.8,23.5,44.1,11.3,36,182
35,M,173.7,68.5,23.2,43.5,13.5,43,195
35,M,169.7,97.26,33.6,43.3,5.3,24,200
58,M,177.4,73.2,15.8,20.5,17.9,36,194
41,M,170.2,85.4,21.3,49.1,13.4,42,225
23,M,182.8,88.8,28.8,42.1,16.4,55,221
47,M,176.5,77,15.9,40.1,19.4,47,213
30,M,180.3,89.2,16.8,60.2,18,61,260
62,F,162.8,58.2,23.8,22,20,26,120
48,M,179.2,79.7,27.3,42,17,31,215
57,F,160.4,62.4,32.7,24.9,19.5,15,148
32,M,175.7,61.3,19.6,41.1,-2.5,35,198
30,M,167.2,60.6,22.3,44.9,9.6,41,193
23,M,168.7,61,12.1,36.3,24.4,59,242
23,M,179.6,67.6,17,37.8,14.9,44,175
61,M,177.5,68.4,21.3,39.7,3.5,24,197
53,F,163.9,60.8,35,21.3,4.1,17,130
27,F,163.2,53.8,23.3,29.1,20.1,41,201
47,F,164.7,55.3,28,22.6,19.5,26,138
47,F,159.9,52,25.2,27.4,24.4,31,164
34,M,175.6,89.5,25.9,44.8,16.5,42,206
27,M,173.6,69.2,9,50,21,51,245
21,F,152.5,47,36.9,17.5,1.3,9,139
22,M,187,101.3,26.3,47,8.6,56,242
21,F,160.7,49.6,28.4,24.6,21.1,56,166
38,M,176.6,69.1,11.4,43.9,27.5,53,250
32,M,176.1,75.5,18.4,55.7,6.6,53,210
54,F,156.8,60.6,30.2,33.4,24,34,162
23,F,155.8,50.4,26.3,23.9,19.2,32,162
26,M,176.3,75.02,15.5,43,11.3,54,216
22,F,170.8,66.5,32.6,27.5,22.7,37,166
61,M,167,62.92,19.5,31.5,2.6,36,181
32,M,179.3,86,23.5,52.6,10.5,46,192
48,M,175,84.3,29.2,37,-2.4,24,171
37,F,161.2,53.6,30.5,25.4,21.1,19,173
34,M,169.4,77.1,22.8,51.5,25.9,47,217
26,F,165.3,55.4,26.8,26.3,24.6,28,156
45,F,149,45.9,30.3,20.5,6.7,22,138
21,M,174.4,72.8,17.7,49.9,17.8,42,229
30,F,161.9,67.9,16.5,44.1,25.1,39,222
48,M,168.1,68,29.3,37,-0.2,17,169
29,F,163,58.9,28.6,26.1,23,44,165
58,F,160.2,57.2,42.5,22.2,14.5,12,103
39,F,159.8,53.7,26.3,30,20.9,36,185
26,M,183,71.1,15.4,40.3,18.7,54,222
26,F,160.7,70.4,38.1,28.4,17.6,33,165
39,M,173.9,65.5,11.1,47.8,16,54,255
26,M,186,79.3,23.5,50.9,5.3,45,176
21,M,178.7,65.4,11.4,43,18.5,56,237
21,M,172.8,79.5,20.5,48,0.9,53,227
43,M,175,69.5,15.1,38.3,19.8,51,227
33,M,184.5,108.3,30.2,58.7,16.7,50,224
28,M,172,68.6,14.8,50,15.5,52,242
30,M,179,68.8,12.3,52,19,54,233
61,F,159.6,63.1,32.3,22.4,12,18,117
26,M,183.3,77.7,18.3,43.6,14.3,50,218
44,F,156.3,62.1,35.2,26.9,13.3,37,155
54,M,174.4,74.4,23.7,34.8,8.3,29,160
31,M,168.1,74.4,25,40.1,17.6,40,195
51,M,166.1,70.9,25.4,52.3,13.7,54,207
59,M,178.9,83.6,20.5,46.9,8.6,42,180
27,M,182.6,74.42,19.4,51.4,19,57,226
42,F,158.1,62.1,29.1,30.4,20.1,32,146
21,F,172.9,68.36,34,21.9,24,42,178
59,F,153.4,53.3,25,28.8,14,30,128
27,M,178.8,66.4,11.2,43.9,8.9,39,268
21,M,172.6,71.7,13.4,51.2,13.6,62,232
22,F,165.3,51.5,22.8,25.2,28.5,57,173
28,F,165,76.5,21.7,39.6,23,39,185
23,M,172.5,67.5,17.9,49,2.2,57,241
27,M,176.5,70,15.1,65.3,20.5,51,219
26,M,179.9,82.5,18.4,46.4,22.7,31,248
56,F,159.5,53.9,31.3,20.7,32,24,135
22,F,158.9,52.6,29.6,17.2,20.4,23,137
49,M,167.7,72,24.9,43.1,21,41,209
24,F,161.1,48.1,21.8,29.6,24.7,46,164
39,M,171.8,70.1,18.7,55.5,15.8,58,220
23,M,183.2,74.4,9.5,53.7,13.9,64,218
21,M,177.2,70.4,21.1,35.5,14.1,35,213
57,M,169.9,69.5,18.3,48.6,11.1,26,164
21,M,175.3,80.3,13.8,52.2,24.5,59,245
60,F,157.5,59.4,29,30.1,29.6,28,152
44,M,185.3,82.7,19,39.1,8.5,40,220
21,M,169.5,76,27.8,41.4,3.6,57,211
26,F,168.5,57.58,26,27.8,22.1,37,159
24,M,161.1,53.7,6.9,41.8,24.3,60,248
48,F,170.1,83.5,37.5,29.9,12,17,105
63,M,163.4,56.64,20.4,29.8,11.6,22,159
25,M,180.9,91.2,23.4,53.8,21.3,55,259
49,M,171.3,71.9,19.4,47.5,9.4,48,201
60,M,170,74.8,26.9,34.9,8.2,29,161
28,M,179.7,74.1,19.1,37.1,25.5,45,222
21,M,171.2,65.5,20.4,43.7,20.4,45,224
23,M,179,86.9,20.1,46.6,19.6,56,207
38,M,177,75,13.9,52.1,17.8,62,257
28,M,181.9,78.4,7.8,49,26.4,55,258
23,F,163.6,54.7,28.3,23,21,48,127
21,F,169.5,83.7,42.9,21.6,20.3,43,166
45,M,180.9,78.6,18.4,52.6,19.5,25,214
24,F,163.7,53.4,27.5,25.7,12.1,37,181
27,M,174,70.5,18,39.9,10.7,42,246
58,F,150.4,60.8,31.8,33.1,7.3,22,122
31,M,174.2,83.3,13.3,55.2,18.4,58,247
23,M,167,59.6,9.5,40,15.3,32,212
29,M,182,77.2,19,52.9,5.3,56,234
22,M,183,78.3,17.5,46.2,5.6,62,206
44,F,159.7,58.8,32.6,23.5,21.9,20,132
21,M,183.3,76.5,13.8,41.5,16.3,59,227
23,F,168.1,55.9,26.3,28.2,15.5,35,160
56,M,178,71.9,17.6,29.6,4.9,41,175
24,F,165.7,58.2,24.5,26.8,20.9,52,180
23,M,175.3,77.5,20.1,43.9,11,37,208
58,M,168.6,100.4,30.3,43.1,0.1,37,171
48,M,172,75,38.2,31.9,6.5,21,202
21,M,183,67,14.9,35.4,4.2,54,205
26,M,179.9,83.4,17.5,42.1,-5.3,60,233
63,M,167.2,73.3,24.4,53.3,24.6,31,189
25,M,179.7,79,14.8,53.9,17.2,58,220
32,M,170.3,66.3,9.3,47.9,16.7,51,247
59,F,152.6,61.5,36.1,21.1,16.8,22,120
36,M,179.1,72.3,16.3,44.2,9.7,39,217
40,M,183.7,97.7,32.6,47.3,14,32,206
29,M,170.5,68.4,13.5,39.8,23.3,48,247
27,M,171.8,70.4,17.1,44.7,13.8,55,247
24,F,166.6,50.5,17.7,22.6,31,50,198
33,F,163.7,49.1,25.8,21.6,13.9,38,191
49,M,176.9,73.2,17.9,53.9,17.5,50,219
32,M,191.4,93.3,14.6,58.7,15.5,35,235
57,F,155.4,53.8,23.7,27.6,21.8,35,140
28,M,178.8,68.3,17.4,35.1,-13.2,49,189
52,M,174,73.2,22.2,46.1,10.2,46,198
28,F,162.8,56.8,27.9,32.6,20.9,44,186
44,F,164.5,63.6,28.3,28.6,19.9,38,138
21,F,162,48.3,21.3,24,24,28,139
58,M,170,79.8,25.5,28.7,21.7,26,166
27,M,171.8,75.1,24.9,42.7,8.6,54,211
64,M,166.2,62.5,23.5,37.1,13.3,32,177
25,M,172,65.9,18.6,38.1,12.2,54,227
28,F,171.5,64,18.5,31.4,18.5,36,198
48,F,151.3,49.4,27.3,18.7,8.5,21,149
62,M,167.8,65.42,25.5,28.6,10.5,17,153
33,M,179.5,79.5,7.9,46.3,19.2,60,269
34,M,180.7,84.9,22.8,33.9,15.3,57,255
60,M,173.5,75.2,19.9,47,12.5,26,196
25,M,168.8,87.3,20.6,60.9,20.7,68,230
25,M,175.2,73.9,11,54.3,18.4,58,252
21,F,167.7,61.1,28.3,23.5,22.9,21,172
37,F,166.4,58.2,24.4,29.1,21.7,37,170
25,M,173.4,72.32,18.7,45.8,12,52,229
51,M,165.7,58.1,17.9,36.3,12.1,29,200
22,F,164.6,54.1,27.6,28.9,18.8,50,158
51,M,163.1,67.7,23.6,41.8,5.3,42,197
31,M,172.2,64.1,15.7,33.3,10.8,37,200
24,F,160.4,52.2,26.2,31.8,26.3,46,161
61,M,169,72.4,26.7,30.7,23.8,37,187
26,M,177.8,71,17.5,48.3,-6,35,190
40,M,173.8,73.2,12,46.9,15,50,250
37,M,178.8,86.1,22.1,36.8,16.7,41,209
21,F,160.6,53,23.4,26.9,25.7,25,189
44,F,162.3,55.1,26.8,25.2,17.8,36,145
32,M,179.8,81.9,23.9,47.8,6.7,49,252
27,M,177,69.48,13.9,39.5,6,58,221
21,F,148,43.7,19.3,28.5,28.9,55,185
30,M,162.1,62,21,38.1,10.3,53,195
21,M,173.6,69.12,16.1,48.8,10.1,50,221
28,M,172,74.86,28,40.5,0.7,59,186
64,F,156,62.2,33.2,31.7,15.8,23,144
55,M,169.6,71.8,18.5,42.8,16,26,210
39,M,182.7,80,17.2,50.7,14.9,46,222
33,F,165.2,61.9,29.9,30.4,20.5,39,186
28,M,187.7,84.6,10.2,53.4,6.5,56,237
29,M,179.8,76.44,11.8,60.3,22.2,62,229
21,F,158.5,51.9,18,20.3,13.8,61,214
21,F,157.7,45.54,17.7,22.2,24.9,20,184
43,F,162,72.3,40.5,26.6,4,22,110
35,M,180.6,78,23.9,39.1,-10.7,14,179
28,M,178.3,76.8,3,53.66,29.5,68,259
22,M,180.2,68.4,13.8,43.1,7.3,62,284
45,M,173.8,70,13.7,37.4,12.7,34,234
22,F,170.2,61.3,25.4,27.9,21,29,140
62,F,150.3,57.4,41.1,18.5,11,3,95
62,M,163.8,68.6,24.7,41.9,9,32,177
23,M,181.8,78.9,18.3,51.6,15.4,51,210
26,M,171,69.2,16.6,45.6,12.6,49,243
64,M,176.1,81.1,23.8,44.2,14,29,169
22,F,167.9,54.9,20.2,29.7,21.8,52,214
43,M,168.9,79.6,19.1,52,18.5,50,221
27,F,164.7,68.1,38.6,28.4,13.8,42,140
21,F,163.7,51.2,21.6,28.4,20,57,203
21,M,180.4,89.1,21.1,45.4,9.5,42,234
36,F,161.4,54.3,30.8,23.6,22,23,148
50,M,168.2,73.4,26.9,30.7,-7.5,22,186
21,M,177.6,85.8,21.4,43.5,20.8,43,248
56,F,152,49,35,21.6,15.8,10,129
34,M,170.4,64.8,16.9,47.9,5.8,45,202
45,M,179.4,78.6,22.8,31.7,15.9,51,218
57,F,163.3,65.1,31.7,20.3,26.1,10,118
22,F,158.4,63.2,35.8,21,6.5,33,159
25,F,163.4,54.9,26.3,30.8,11.5,25,177
59,F,161.4,53.2,29,24.3,21.4,24,122
28,M,161.5,52.1,33.2,18.4,-6,10,121
28,F,158.7,57.1,35.7,29.4,15.7,24,160
28,F,165.1,53.4,23.3,28.2,23.7,53,165
21,F,171.5,52.5,22.7,32.8,20.7,41,185
48,M,169.3,60.7,12.8,35,11.2,53,211
26,F,167,75,27.6,38.5,17.5,32,174
60,M,171.7,59.3,24,39.1,13.7,31,163
63,M,168.2,70.64,27,34.4,-1.4,25,158
32,M,181,78.8,17.6,49.5,10.6,52,182
25,F,162.9,61,26.4,18.6,25.6,29,165
60,M,168.3,66.58,22.3,41,7,34,167
25,M,178,67,18.2,40.2,17.2,50,230
39,F,161.2,49.2,21.2,23.5,17.3,28,137
37,M,175.3,88.2,26.7,53.2,16.2,57,220
26,F,163.6,60.4,35.6,35.1,19.3,45,159
41,M,169,76.1,19.1,52.9,10.1,52,236
30,M,172.4,96.7,35.1,30.7,-2.2,14,163
26,F,153.5,59.7,40.2,19.6,16.5,7,139
33,F,166.2,57.4,23.7,28.9,30.2,40,158
39,M,174.9,68.8,24.9,36.4,7.8,39,190
43,F,167,55.6,25.7,26.9,18.5,24,137
60,M,167,69.7,17.2,45.2,8.3,40,195
57,M,162.1,54,9,32,20.3,46,194
48,F,157.8,59.1,36.5,32.2,10.7,31,155
38,M,166.7,70.4,29.9,33.4,15.7,25,213
33,M,174.7,76,19.7,49.9,5.2,48,214
23,F,159.5,65.6,33.8,28.1,30.1,44,172
25,F,167,51.2,23.9,26.1,20.1,21,130
42,M,168.7,68.5,27.7,36.5,10.2,44,203
31,M,170.9,73.5,21.7,38.8,9.5,54,226
63,M,168.2,77.3,34.2,35.1,12,13,174
30,M,179.7,75.7,22.8,37.6,8,50,223
39,M,167,69.1,19.4,41,6,36,220
28,M,176.2,70,23.6,30.3,2.5,39,201
30,M,173.5,70.7,18.6,56.3,14.7,30,229
49,M,174.8,74.5,21.7,43.1,2.9,40,178
29,F,164.9,53,20.3,29.3,6.7,29,136
39,M,169.5,69.1,17.2,44.9,16,47,236
21,F,159.6,65.9,33.8,27.2,15.7,41,174
24,F,166.2,55.2,29.2,17.2,2.9,28,123
23,M,174.2,68.2,19.4,41.9,15.3,48,213
31,M,183.4,89.9,20.6,66,21,53,235
51,M,165.5,74.7,26.3,34.9,14.4,24,171
30,M,182.5,94.4,27.8,53.4,12.6,38,167
29,M,182.1,100.3,24.61084,57.2,12.9,54,204
27,M,179.2,86.6,23.8,43.5,8.3,36,198
34,M,174.5,74.4,24.3,39.3,22.5,56,224
46,M,171.7,60.8,19,37.4,16.4,53,194
37,M,172.2,66.9,17.6,46.2,14.9,39,224
36,M,175.9,71.3,23.4,47.3,12.8,46,221
21,F,164.5,54.02,24.7,24.7,22.6,45,176
59,M,169.3,72,20.2,41.9,21.2,44,197
53,M,185.6,92.1,22.8,50.7,11.3,39,210
61,F,159.5,54.68,32.3,26.4,-3.4,0,127
61,F,152.4,51.2,30.5,21.7,14.4,17,129
35,F,161.5,48.3,21.8,31.6,26,32,186
31,M,178.8,84.9,24.3,41.8,-2.8,40,160
36,M,178.1,74.7,22.2,38.6,8.4,37,217
28,F,163.7,51.4,21.5,22.6,7.8,41,158
21,M,168.4,71,22.3,35.2,8.5,61,213
29,F,150.3,54.5,29.3,27.5,26,26,150
22,F,170.6,68.1,28.9,33.4,22.9,42,201
22,M,168.6,73.9,23.4,38.7,16.3,47,209
56,F,172,60,19.5,20.6,15,25,170
21,M,171.4,67,23.1,38,12.3,54,184
36,M,178.2,69.9,22.4,41.8,7.6,48,203
22,M,170.4,63.3,13.1,40.4,13.3,48,233
61,M,166,66.4,24.5,32.6,3.1,22,174
27,M,174,64.9,16.5,44.6,15.5,52,226
41,F,168.1,62.5,25.5,26.4,24.8,23,164
36,M,170.1,68.68,22,38.3,15.3,51,219
32,M,170.7,90.5,36.2,45.1,11.4,33,188
54,F,169,64.4,32.5,25.9,20.1,16,145
23,M,177,73.52,15.7,51.8,19.7,46,230
27,M,176.5,80.66,16.5,48.6,7.5,51,240
